name,author,genres,price
The Tatas: How a Family Built a Business and a Nation,Girish Kuber,"Biographies, Diaries & True Accounts",300.0
India's Most Fearless 3: New Military Stories of Unimaginable Courage and Sacrifice,Rahul Singh,"Biographies, Diaries & True Accounts",125.0
"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",William Dalrymple,"Biographies, Diaries & True Accounts",299.0
The Unusual Billionaires,Saurabh Mukherjea,"Biographies, Diaries & True Accounts",510.0
The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,"Biographies, Diaries & True Accounts",225.0
An Indian Spy in Pakistan,Mohanlal Bhaskar,"Biographies, Diaries & True Accounts",499.0
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,"Biographies, Diaries & True Accounts",180.0
"An Autobiography: The Story of My Experiments with Truth [Original Edition (Complete), PREMIUM PAPERBACK] ",M.K. Gandhi,"Biographies, Diaries & True Accounts",250.0
"The Diary of a Young Girl [Original Edition (Complete), PREMIUM PAPERBACK] ",Anne Frank,"Biographies, Diaries & True Accounts",250.0
Daivathinte Charanmar - You Could Be One,JOSEPH ANNAMKUTTY JOSE,"Biographies, Diaries & True Accounts",380.0
Surely you're Joking Mr Feynman: Adventures of a Curious Character,Richard P Feynman,"Biographies, Diaries & True Accounts",250.0
My Journey: Transforming Dreams into Actions,A.P.J. Abdul Kalam,"Biographies, Diaries & True Accounts",160.0
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,"Biographies, Diaries & True Accounts",699.0
The Warren Buffett Way: 3rd Edition,Robert Hagstrom,"Biographies, Diaries & True Accounts",349.0
The Psychology of Money,Morgan Housel,Business & Economics,260.0
Doglapan: The Hard Truth about Life and Start-Ups,Ashneer Grover,Business & Economics,150.0
Rich Dad Poor Dad : What The Rich Teach Their Kids About Money That The Poor And Middle Class Do Not!: (25th Anniversary Edit,Robert T. Kiyosaki,Business & Economics,350.0
The Power of Your Subconscious Mind,Joseph Murphy,Business & Economics,350.0
Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,Business & Economics,720.0
The Almanack Of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,Business & Economics,549.0
As a Man Thinketh,James Allen,Business & Economics,486.0
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,Business & Economics,200.0
DEEP WORK: RULES FOR FOCUSED SUCCESS IN A DISTRACTED WORLD,Cal Newport,Business & Economics,250.0
How to Make Money With Breakout Trading: A Simple Stock Market Book for Beginners - The Secret of becoming Intelligent Invest,Indrazith  Shantharaj,Business & Economics,499.0
The Psychology of Money – Deluxe Edition,Morgan Housel,Business & Economics,471.0
The 5 AM Club,Robin Sharma,Business & Economics,471.0
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Business & Economics,999.0
The Power of A Positive Attitude: Your Road To Success,Roger Fritz,Business & Economics,999.0
"Thinking, Fast and Slow",Daniel Kahneman,Business & Economics,250.0
"The Power of Your Subconscious Mind (PREMIUM PAPERBACK, PENGUIN INDIA)",Joseph Murphy,Business & Economics,250.0
The Richest Man in Babylon,George S. Clason,Business & Economics,199.0
Think and Grow Rich (Hindi),Napoleon Hill,Business & Economics,250.0
"Build, Don't Talk: Things You Wish You Were Taught in School",Raj Shamani,Business & Economics,600.0
Think and Grow Rich: THE 21st CENTURY EDITION,Napoleon Hill,Business & Economics,225.0
The Book of Five Rings (Hardcover Library Edition),Miyamoto Musashi,Business & Economics,250.0
Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi),Joseph Murphy,Business & Economics,250.0
"Think And Grow Rich [Original Edition (Complete), PREMIUM PAPERBACK] ",Napoleon Hill,Business & Economics,360.0
The Simplest Book For Technical Analysis | Hindi Edition | Stock Market | Mukul Agrawal,Mukul Agrawal,Business & Economics,199.0
Hyperfocus,Chris Bailey,Business & Economics,750.0
ReWork: Change the Way You Work Forever,David Heinemeier Hansson,Business & Economics,330.0
Start With Why: The Inspiring Million-Copy Bestseller That Will Help You Find Your Purpose,Simon Sinek,Business & Economics,125.0
Dhan-Sampatti Ka Manovigyan (The Psychology of Money),Morgan Housel,Business & Economics,820.0
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books): Perfect Motivational Gift Set,Dale Carnegie,Business & Economics,695.0
The Intelligent Investor (English) Paperback – 2013,Benjamin Graham,Business & Economics,740.0
Technical Analysis Aur Candlestick Ki Pehchan - Guide To Technical Analysis & Candlesticks Hindi,Ravi Patel,Business & Economics,599.0
How to Avoid Loss and Earn Consistently in the Stock Market: An Easy-To-Understand and Practical Guide for Every Investor,Prasenjit Paul,Business & Economics,599.0
"Thinking, Fast and Slow",Daniel Kahneman,Business & Economics,275.0
World’s Best Inspirational Books to Change Your Life (Box Set of 3 Books),"Joseph Murphy Dale Carnegie, Napoleon Hill",Business & Economics,499.0
MINDSET (REVISED AND UPDATED),Carol Dweck,Business & Economics,1238.0
"Zero to One: Notes on Start Ups, or How to Build the Future",Peter Thiel,Business & Economics,615.0
The Freedom Manifesto (ORDER NOW TO GET YOUR FREE GIFTS!),Karan Bajaj,Business & Economics,239.0
Chip War: The Fight for the World's Most Critical Technology,Chris Miller,Business & Economics,199.0
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,Business & Economics,299.0
The 7 Habits of Highly Effective People,Stephen R. Covey,Business & Economics,520.0
THE LAWS OF HUMAN NATURE,Robert Greene,Business & Economics,150.0
Coffee Can Investing: The Low Risk Road to Stupendous Wealth,Saurabh Mukherjea,Business & Economics,225.0
Think and Grow Rich,Napoleon Hill,Business & Economics,299.0
Diamonds in the Dust: Consistent Compounding for Extraordinary Wealth Creation: Consistent Compounding for Extraordinary Weal,Saurabh Mukherjea,Business & Economics,820.0
BUILDING A SECOND BRAIN: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,Business & Economics,500.0
Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less,Brian Tracy,Business & Economics,7200.0
How to Make Money With Breakout Trading - Analyse Stock Market Through Candlestick Charts - A Simple Stock Market Book for Be,Paperback,Business & Economics,680.0
THE DAILY STOIC,Ryan Stephen Holiday Hanselman,Business & Economics,200.0
Think Again: The Power of Knowing What You Don't Know,Adam Grant,Business & Economics,695.0
The Intelligent Investor Rev Ed.,Benjamin Graham,Business & Economics,299.0
How to Win Friends and Influence People,DALE CARNEGIE,Business & Economics,599.0
The Psychology of Money,Morgan Housel,Business & Economics,249.0
Mastering Trading Psychology,Andrew Aziz,Business & Economics,580.0
"The Intelligent Investor, Rev. Ed: The Definitive Book on Value Investing",Benjamin Graham,Business & Economics,250.0
Influence : The Psychology of Persuasion (New and Expanded),PhD Robert B. Cialdini,Business & Economics,350.0
The Personal MBA: A World-Class Business Education in a Single Volume,Josh Kaufman,Business & Economics,299.0
Time Management (Hindi),Sudhir Dixit,Business & Economics,139.0
Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,Business & Economics,399.0
Rich Dad Poor Dad (Marathi),Robert T. Kiyosaki,Business & Economics,595.0
The Simplest Book For Technical Analysis | Stock Market | Mukul Agrawal,Mukul Agrawal,Business & Economics,520.0
The Unusual Billionaires,Saurabh Mukherjea,Business & Economics,330.0
"How to Win Friends and Influence People [Original Edition (Complete), PREMIUM PAPERBACK] ",Dale Carnegie,Business & Economics,720.0
Zero to One,Peter Thiel,Business & Economics,250.0
Four Thousand Weeks: The smash-hit Sunday Times bestseller that will change your life,Oliver Burkeman,Business & Economics,690.0
The Wealth of Nations,Adam Smith,Business & Economics,2194.0
Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,Business & Economics,700.0
SECRETS ON FIBONACCI TRADING: Mastering Fibonacci Techniques In Less Than 3 Days,Frank Miller,Business & Economics,471.0
Just Keep Buying: Proven ways to save money and build your wealth,Nick Maggiulli,Business & Economics,80.0
Fit @ Any Age: A Practitioner’s Guide,Air Marshal P V Iyer,Business & Economics,699.0
Hooked: How to Build Habit-Forming Products,Nir Eyal,Business & Economics,275.0
"Let's Talk Money: You've Worked Hard for It, Now Make It Work for You",Monika Halan,Business & Economics,499.0
Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),thibaut  meurisse,Business & Economics,599.0
LINCHPIN,Seth Godin,Business & Economics,957.0
The Intelligent Investor (Hindi),Benjamin Graham,Business & Economics,195.0
How to Make Money Trading with Candlestick Charts,Balkrishna M Sadekar,Business & Economics,240.0
"Think and Grow Rich (PREMIUM PAPERBACK, PENGUIN INDIA)",Napoleon Hill,Business & Economics,1069.0
"THE ART OF THINKING CLEARLY: BETTER THINKING, BETTER DECISIONS",Rolf Dobelli,Business & Economics,280.0
WHAT GOT YOU HERE WON'T GET YOU THERE: HOW SUCCESSFUL PEOPLE BECOME EVEN MORE SUCCESSFUL,Marshall Goldsmith,Business & Economics,199.0
Make Your Bed: Feel grounded and think positive in 10 simple steps,William H. McRaven,Business & Economics,245.0
The Almanack Of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,Business & Economics,300.0
One Up On Wall Street: How to Use What You Already Know to Make Money in the Market,Lynch,Business & Economics,999.0
I CAME UPON A LIGHTHOUSE: A Short Memoir of Life with Ratan Tata,Shantanu Naidu,Business & Economics,350.0
Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings,Thibaut Meurisse,Business & Economics,269.0
Think and Grow Rich,Napoleon Hill,Business & Economics,140.0
Kautilya's Arthashastra,Kauṭalya,Business & Economics,300.0
"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,Business & Economics,4270.47
Secrets of a Pivot Boss: Revealing Proven Methods for Profiting in the Market,Frank O Ochoa,Business & Economics,249.0
Chanakya Neeti with Sutras of Chanakya Included,B.K. Chaturvedi,Business & Economics,460.0
Think and Grow Rich,Napoleon Hill,Business & Economics,350.0
You Can Win: A Step-by-Step Tool for Top Achievers,Shiv Khera,Business & Economics,225.0
MY LIFE IN FULL,Indra K. Nooyi,Business & Economics,125.0
"Educart CBSE Class 10 Sample Paper 2023 Bundle - Science, SST, English and Mathematics Standard (4 books) 2022-23 Edubook",Educart,Children's & Young Adult,999.0
Harry Potter and the Philosopher's Stone,J.K. Rowling,Children's & Young Adult,225.0
My First Library: Boxset of 10 Board Books for Kids,Wonder House Books,Children's & Young Adult,1895.0
"Grandma's Bag of Stories: Collection of 20+ Illustrated short stories, traditional Indian folk tales for all ages for childre",Sudha Murty,Children's & Young Adult,299.0
Brain Activity Book for Kids - 200+ Activities for Age 3+,Maple Press,Children's & Young Adult,2999.0
Educart CBSE Class 10 SCIENCE Sample Papers 2023 (With Exclusive Topper Answers and Marks breakdown for 2022-23) Edubook,Educart,Children's & Young Adult,699.0
Educart CBSE Class 10 Final Revision Book for 2023 - Maths Standard + Science + SST + English (Includes access to All India O,Educart,Children's & Young Adult,599.0
CBSE Physics Chapterwise Solved Papers Class 12th for 2023 Exam (As per Latest syllabus 2022-23),SK Singh,Children's & Young Adult,399.0
"My First Mythology Tale (Illustrated) (Set of 5 Books) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Ki",Maple Press,Children's & Young Adult,360.0
Educart CBSE Class 10 MATHEMATICS STANDARD Sample Papers 2023 (With Exclusive Topper Answers and Marks breakdown 2022-23),Educart,Children's & Young Adult,240.0
CBSE All In One Social Science Class 10 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Farah Sultan Madhumita Pattrea,Children's & Young Adult,900.0
CBSE Chemistry Chapterwise Solved Papers Class 12th for 2023 Exam (As per Latest syllabus 2022-23),Shahana Ansari Reena Sharma ,Children's & Young Adult,599.0
Educart CBSE Class 10 SOCIAL SCIENCE Sample Papers 2023 (With Exclusive Topper Answers and Marks breakdown 2022-23),Educart,Children's & Young Adult,440.0
"The Magic of the Lost Temple: Illustrated, easy to read and much-loved first full length children’s fiction novel by Sudha Mu",Sudha Murty,Children's & Young Adult,196.0
CBSE Chapterwise Solved Papers 2022-2010 Mathematics Class 12th for 2023 Exam,Arihantbooks,Children's & Young Adult,350.0
Diary of a Wimpy Kid: Diper Överlöde (Book 17),Jeff Kinney,Children's & Young Adult,57.0
Word Power Made Easy | Over a million copies sold Worldwide | With Self Assessment Activities | Ideal For IELTS & TOEFL Prepa,Norman Lewis,Children's & Young Adult,125.0
Educart CBSE Class 10 ENGLISH LANGUAGE and LITERATURE Sample Papers 2023 (With Exclusive Topper Answers and Marks breakdown 2,Educart,Children's & Young Adult,250.0
"Little Colouring Books for Kids (Set of 10 Books) - Gift to children for painting, drawing and colouring - Alphabets, Animals",Maple Press,Children's & Young Adult,375.0
Shivdas CBSE Past 7 Years Board Papers + 5 Sample Papers for Class 10 Mathematics Standard (2022-23 Examination),Shivdas Editorial,Children's & Young Adult,125.0
Shivdas CBSE Past 7 Years Board Papers + 5 Sample Papers for Class 10 Science (2022-23 Examination),Shivdas Editorial,Children's & Young Adult,399.0
Best of Children’s Classics (Set of 5 Books): Perfect Gift Set for Kids,Antoine de Saint-Exupéry,Children's & Young Adult,3599.0
The Good Girl's Guide to Murder: Book 1 (A Good Girl’s Guide to Murder) (A Good Girl’s Guide to Murder),Holly Jackson,Children's & Young Adult,250.0
Wren And Martin -high School English Grammar,"Rao N,D,V,Prasada",Children's & Young Adult,155.0
CBSE All In One Science Class 10 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),"Rashmi Gupta Sonal Singh ,Ruchi Kapoor,Imran Ahmad , Sanubai",Children's & Young Adult,225.0
My First Book of Pencil Control : Practice Pattern Writing (Full Color Pages): Patterns Practice book for kids (Pattern Writi,Wonder House Books,Children's & Young Adult,180.0
101 Panchatantra Stories for Children: Colourful Illustrated Story book,Om Books Editorial Team,Children's & Young Adult,799.0
My First 4 in 1 Alphabet Numbers Colours Shapes: Padded Board Books,Wonder House Books,Children's & Young Adult,650.0
1800+ Reward Stickers - Ideal For Teachers And Parents : Sticker Book With Over 1800 Stickers To Boost The Morale of Kids,Wonder House Books,Children's & Young Adult,499.0
CBSE All In One English Language & Literature Class 10 2022-23 Edition,Vaishali Jaiswal Dolly Jain,Children's & Young Adult,239.0
Picture Books Collection for Early Learning (Set of 12),E C Axus,Children's & Young Adult,299.0
Mandala Art: Colouring books for Adults with tear out sheets,Wonder House Books,Children's & Young Adult,250.0
Educart CBSE Class 10 HINDI B Sample Papers 2023 (With Detailed Explanation and New Pattern Questions 2022-23),Educart,Children's & Young Adult,580.0
The Kid Who Came From Space,Ross Welford,Children's & Young Adult,95.0
My First ABC Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,Children's & Young Adult,125.0
Oswal - Gurukul 10 Years Solved Papers for ICSE Class 10 Exam 2023 - Comprehensive Handbook of 17 Subjects - Yearwise Board S,Oswal - Gurukul,Children's & Young Adult,220.0
Diary of a Wimpy Kid: Big Shot (Book 16),Jeff Kinney,Children's & Young Adult,1499.0
Colour With Crayons Book 1 for Kids Age 1 -6 Years - Drawing and Colouring Book for Early Learners,Dreamland Publications,Children's & Young Adult,399.0
The Girl Who Drank the Moon,Kelly Barnhill,Children's & Young Adult,225.0
"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustr",Ruskin Bond,Children's & Young Adult,250.0
CBSE All In One English Core Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Manasi Balani Srishti Agarwal,Children's & Young Adult,450.0
